name,areas,is_boss,data_type,enemy_type,initial_status,hp,pp,offense,defense,speed,guts,exp_reward,money_reward,drop_item,drop_chance,battle_tip,resistance_name,resistance_type,resistance_value,ability_name,ability_target,ability_aoe,ability_effect
Uncontrollable Sphere,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Fire β,enemy,row,
Uncontrollable Sphere,,FALSE,ability,,,,,,,,,,,,,,,,,Start laughing maniacally,enemy,single,
Urban Zombie,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Urban Zombie,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,99,,,,
Urban Zombie,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,25,,,,
Urban Zombie,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Urban Zombie,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Urban Zombie,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Urban Zombie,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Urban Zombie,,FALSE,ability,,,,,,,,,,,,,,,,,Start laughing hysterically,ally,none,
Urban Zombie,,FALSE,ability,,,,,,,,,,,,,,,,,Exhale one's arctic-cold breath,enemy,single,
Urban Zombie,,FALSE,ability,,,,,,,,,,,,,,,,,Do something very mysterious,enemy,single,
Violent Roach,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Violent Roach,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Violent Roach,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Violent Roach,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Violent Roach,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Violent Roach,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Violent Roach,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Violent Roach,,FALSE,ability,,,,,,,,,,,,,,,,,Knit one's brow,ally,none,
Violent Roach,,FALSE,ability,,,,,,,,,,,,,,,,,Vent a terrible odor,enemy,single,
Violent Roach,,FALSE,ability,,,,,,,,,,,,,,,,,Leap forward and spread one's wings,enemy,single,
Wetnosaur,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Wetnosaur,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Wetnosaur,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Wetnosaur,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,10,,,,
Wetnosaur,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Wetnosaur,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Wetnosaur,,FALSE,ability,,,,,,,,,,,,,,,,,Stomp with one's huge foot,enemy,single,
Wetnosaur,,FALSE,ability,,,,,,,,,,,,,,,,,Swing one's tail very hard,enemy,single,
Wetnosaur,,FALSE,ability,,,,,,,,,,,,,,,,,Use a biting attack,enemy,single,
Wetnosaur,,FALSE,ability,,,,,,,,,,,,,,,,,Make a loud rumble,enemy,single,
Whirling Robo,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,25,,,,
Whirling Robo,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Whirling Robo,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Whirling Robo,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Whirling Robo,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Whirling Robo,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Whirling Robo,,FALSE,ability,,,,,,,,,,,,,,,,,Fire a beam,enemy,single,
Whirling Robo,,FALSE,ability,,,,,,,,,,,,,,,,,Shoot a night-time stuffiness beam,enemy,single,
Whirling Robo,,FALSE,ability,,,,,,,,,,,,,,,,,Use Neutralizer,enemy,all,
Whirling Robo,,FALSE,ability,,,,,,,,,,,,,,,,,Shield α,ally,single,
Wild 'n Wooly Shambler,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,50,,,,
Wild 'n Wooly Shambler,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Wild 'n Wooly Shambler,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Wild 'n Wooly Shambler,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Wild 'n Wooly Shambler,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Wild 'n Wooly Shambler,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Wild 'n Wooly Shambler,,FALSE,ability,,,,,,,,,,,,,,,,,Fire a beam,enemy,single,
Wild 'n Wooly Shambler,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Shield β,ally,single,
Wild 'n Wooly Shambler,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Flash β,enemy,all,
Wooly Shambler,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,50,,,,
Wooly Shambler,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Wooly Shambler,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Wooly Shambler,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Wooly Shambler,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Wooly Shambler,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Wooly Shambler,,FALSE,ability,,,,,,,,,,,,,,,,,Fire a beam,enemy,single,
Wooly Shambler,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Shield α,ally,single,
Wooly Shambler,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Flash α,enemy,all,
Worthless Protoplasm,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Worthless Protoplasm,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Worthless Protoplasm,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Worthless Protoplasm,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Worthless Protoplasm,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Worthless Protoplasm,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Worthless Protoplasm,,FALSE,ability,,,,,,,,,,,,,,,,,Size up the situation,ally,none,
Worthless Protoplasm,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Worthless Protoplasm,,FALSE,ability,,,,,,,,,,,,,,,,,Call for help (Worthless Protoplasm),ally,none,
Yes Man Junior,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Yes Man Junior,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Yes Man Junior,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Yes Man Junior,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Yes Man Junior,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Yes Man Junior,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Yes Man Junior,,FALSE,ability,,,,,,,,,,,,,,,,,Swing one's hula hoop,enemy,single,
Yes Man Junior,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Yes Man Junior,,FALSE,ability,,,,,,,,,,,,,,,,,Start laughing hysterically,ally,none,
Zap Eel,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Zap Eel,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Zap Eel,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Zap Eel,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Zap Eel,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Zap Eel,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Zap Eel,,FALSE,ability,,,,,,,,,,,,,,,,,Use an electrical shock attack,enemy,all,
Zombie Dog,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Zombie Dog,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,99,,,,
Zombie Dog,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Zombie Dog,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Zombie Dog,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Zombie Dog,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Zombie Dog,,FALSE,ability,,,,,,,,,,,,,,,,,Use a biting attack,enemy,single,
Zombie Dog,,FALSE,ability,,,,,,,,,,,,,,,,,Make a piercing howl,ally,none,
Zombie Dog,,FALSE,ability,,,,,,,,,,,,,,,,,Bite using poisonous fangs,enemy,single,
Zombie Possessor,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,25,,,,
Zombie Possessor,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,99,,,,
Zombie Possessor,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Zombie Possessor,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Zombie Possessor,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Zombie Possessor,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Zombie Possessor,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Zombie Possessor,,FALSE,ability,,,,,,,,,,,,,,,,,Reach out with one's icy hand,enemy,single,
Zombie Possessor,,FALSE,ability,,,,,,,,,,,,,,,,,Call for help (Zombie Possessor),ally,none,
Zombie Possessor,,FALSE,ability,,,,,,,,,,,,,,,,,Possess in a frightening manner,enemy,single,
